Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
56.69     0.006797930.438552    4.01572   
56.7      0.006820870.435825    4.01574   
56.71     0.006844030.433115    4.01575   
56.72     0.006867420.430421    4.01577   
56.73     0.006891020.427745    4.01579   
56.74     0.006914860.425085    4.0158    
56.75     0.006938920.422441    4.01582   
56.76     0.0069632 0.419815    4.01584   
56.77     0.006987710.417204    4.01585   
56.78     0.007012450.41461     4.01587   
56.79     0.007037420.412032    4.01589   
56.8      0.007062620.40947     4.01591   
56.81     0.007088050.406923    4.01592   
56.82     0.007113720.404393    4.01594   
56.83     0.007139610.401879    4.01596   
56.84     0.007165740.39938     4.01598   
56.85     0.0071921 0.396897    4.01599   
56.86     0.0072187 0.394429    4.01601   
56.87     0.007245540.391976    4.01603   
56.88     0.007272620.389539    4.01605   
56.89     0.007299930.387117    4.01606   
56.9      0.007327490.384711    4.01608   
56.91     0.007355280.382319    4.0161    
56.92     0.007383320.379942    4.01612   
56.93     0.0074116 0.37758     4.01613   
56.94     0.007440130.375232    4.01615   
56.95     0.0074689 0.372899    4.01617   
56.96     0.007497920.370581    4.01619   
56.97     0.007527180.368277    4.0162    
56.98     0.0075567 0.365988    4.01622   
56.99     0.007586460.363712    4.01624   
57        0.007616480.361451    4.01626   
57.01     0.007646750.359204    4.01628   
57.02     0.007677270.356971    4.01629   
57.03     0.007708050.354752    4.01631   
57.04     0.007739090.352547    4.01633   
57.05     0.007770380.350356    4.01635   
57.06     0.007801940.348178    4.01637   
57.07     0.007833750.346014    4.01639   
57.08     0.007865820.343863    4.0164    
57.09     0.007898160.341725    4.01642   
57.1      0.007930760.339601    4.01644   
57.11     0.007963630.337491    4.01646   
57.12     0.007996760.335393    4.01648   
57.13     0.008030160.333308    4.0165    
57.14     0.008063840.331237    4.01652   
57.15     0.008097780.329178    4.01653   
57.16     0.008132  0.327132    4.01655   
57.17     0.008166490.325099    4.01657   
57.18     0.008201250.323078    4.01659   
57.19     0.008236290.32107     4.01661   
57.2      0.008271610.319075    4.01663   
57.21     0.008307210.317092    4.01665   
57.22     0.0083431 0.315121    4.01667   
57.23     0.008379260.313163    4.01669   
57.24     0.008415710.311217    4.0167    
57.25     0.008452440.309283    4.01672   
57.26     0.008489470.307361    4.01674   
57.27     0.008526780.305451    4.01676   
57.28     0.008564380.303553    4.01678   
57.29     0.008602280.301667    4.0168    
57.3      0.008640460.299792    4.01682   
57.31     0.008678950.29793     4.01684   
57.32     0.008717730.296078    4.01686   
57.33     0.008756810.294239    4.01688   
57.34     0.008796190.29241     4.0169    
57.35     0.008835870.290594    4.01692   
57.36     0.008875860.288788    4.01694   
57.37     0.008916150.286994    4.01696   
57.38     0.008956750.285211    4.01698   
57.39     0.008997660.283439    4.01699   
57.4      0.009038880.281678    4.01701   
57.41     0.009080410.279928    4.01703   
57.42     0.009122260.278189    4.01705   
57.43     0.009164420.276461    4.01707   
57.44     0.0092069 0.274743    4.01709   
57.45     0.0092497 0.273037    4.01711   
57.46     0.009292830.271341    4.01713   
57.47     0.009336270.269655    4.01715   
57.48     0.009380050.26798     4.01717   
57.49     0.009424150.266315    4.01719   
57.5      0.009468570.264661    4.01721   
57.51     0.009513330.263017    4.01723   
57.52     0.009558430.261384    4.01725   
57.53     0.009603860.25976     4.01727   
57.54     0.009649620.258147    4.01729   
57.55     0.009695730.256543    4.01731   
57.56     0.009742170.25495     4.01733   
57.57     0.009788960.253367    4.01735   
57.58     0.0098361 0.251793    4.01738   
57.59     0.009883580.25023     4.0174    
57.6      0.009931410.248676    4.01742   
57.61     0.009979590.247131    4.01744   
57.62     0.0100281 0.245597    4.01746   
57.63     0.010077  0.244071    4.01748   
57.64     0.0101263 0.242556    4.0175    
57.65     0.0101759 0.24105     4.01752   
57.66     0.0102259 0.239553    4.01754   
57.67     0.0102762 0.238065    4.01756   
57.68     0.0103269 0.236587    4.01758   
57.69     0.010378  0.235118    4.0176    
57.7      0.0104294 0.233659    4.01762   
57.71     0.0104812 0.232208    4.01764   
57.72     0.0105334 0.230766    4.01766   
57.73     0.010586  0.229333    4.01768   
57.74     0.0106389 0.22791     4.01771   
57.75     0.0106923 0.226495    4.01773   
57.76     0.010746  0.225089    4.01775   
57.77     0.0108001 0.223691    4.01777   
57.78     0.0108546 0.222303    4.01779   
57.79     0.0109095 0.220923    4.01781   
57.8      0.0109648 0.219552    4.01783   
57.81     0.0110205 0.218189    4.01785   
57.82     0.0110765 0.216834    4.01787   
57.83     0.011133  0.215489    4.0179    
57.84     0.0111899 0.214151    4.01792   
57.85     0.0112472 0.212822    4.01794   
57.86     0.0113049 0.211501    4.01796   
57.87     0.011363  0.210188    4.01798   
57.88     0.0114216 0.208884    4.018     
57.89     0.0114805 0.207588    4.01802   
57.9      0.0115399 0.206299    4.01804   
57.91     0.0115997 0.205019    4.01807   
57.92     0.0116599 0.203747    4.01809   
57.93     0.0117205 0.202483    4.01811   
57.94     0.0117816 0.201226    4.01813   
57.95     0.0118431 0.199978    4.01815   
57.96     0.011905  0.198737    4.01817   
57.97     0.0119674 0.197504    4.0182    
57.98     0.0120303 0.196278    4.01822   
57.99     0.0120935 0.195061    4.01824   
58        0.0121572 0.19385     4.01826   
58.01     0.0122214 0.192648    4.01828   
58.02     0.012286  0.191453    4.0183    
58.03     0.0123511 0.190265    4.01833   
58.04     0.0124166 0.189085    4.01835   
58.05     0.0124826 0.187912    4.01837   
58.06     0.0125491 0.186746    4.01839   
58.07     0.012616  0.185588    4.01841   
58.08     0.0126834 0.184437    4.01844   
58.09     0.0127513 0.183293    4.01846   
58.1      0.0128196 0.182156    4.01848   
58.11     0.0128885 0.181026    4.0185    
58.12     0.0129578 0.179903    4.01852   
58.13     0.0130276 0.178788    4.01855   
58.14     0.0130979 0.177679    4.01857   
58.15     0.0131687 0.176577    4.01859   
58.16     0.0132399 0.175482    4.01861   
58.17     0.0133117 0.174394    4.01863   
58.18     0.013384  0.173313    4.01866   
58.19     0.0134568 0.172238    4.01868   
58.2      0.01353   0.17117     4.0187    
58.21     0.0136038 0.170109    4.01872   
58.22     0.0136782 0.169054    4.01875   
58.23     0.013753  0.168006    4.01877   
58.24     0.0138283 0.166965    4.01879   
58.25     0.0139042 0.16593     4.01881   
58.26     0.0139806 0.164901    4.01884   
58.27     0.0140576 0.163879    4.01886   
58.28     0.014135  0.162863    4.01888   
58.29     0.0142131 0.161853    4.0189    
58.3      0.0142916 0.16085     4.01893   
58.31     0.0143707 0.159853    4.01895   
58.32     0.0144504 0.158863    4.01897   
58.33     0.0145306 0.157878    4.01899   
58.34     0.0146113 0.1569      4.01902   
58.35     0.0146927 0.155927    4.01904   
58.36     0.0147745 0.154961    4.01906   
58.37     0.014857  0.154001    4.01908   
58.38     0.01494   0.153047    4.01911   
58.39     0.0150236 0.152098    4.01913   
58.4      0.0151078 0.151156    4.01915   
58.41     0.0151925 0.150219    4.01918   
58.42     0.0152779 0.149289    4.0192    
58.43     0.0153638 0.148364    4.01922   
58.44     0.0154503 0.147445    4.01924   
58.45     0.0155375 0.146531    4.01927   
58.46     0.0156252 0.145624    4.01929   
58.47     0.0157135 0.144722    4.01931   
58.48     0.0158025 0.143825    4.01934   
58.49     0.015892  0.142934    4.01936   
58.5      0.0159822 0.142049    4.01938   
58.51     0.016073  0.141169    4.01941   
58.52     0.0161644 0.140295    4.01943   
58.53     0.0162565 0.139426    4.01945   
58.54     0.0163492 0.138563    4.01948   
58.55     0.0164425 0.137705    4.0195    
58.56     0.0165364 0.136852    4.01952   
58.57     0.0166311 0.136005    4.01955   
58.58     0.0167263 0.135163    4.01957   
58.59     0.0168222 0.134326    4.01959   
58.6      0.0169188 0.133494    4.01961   
58.61     0.0170161 0.132668    4.01964   
58.62     0.017114  0.131847    4.01966   
58.63     0.0172126 0.131031    4.01969   
58.64     0.0173118 0.130219    4.01971   
58.65     0.0174118 0.129413    4.01973   
58.66     0.0175124 0.128613    4.01976   
58.67     0.0176137 0.127817    4.01978   
58.68     0.0177157 0.127025    4.0198    
58.69     0.0178184 0.126239    4.01983   
58.7      0.0179219 0.125458    4.01985   
58.71     0.018026  0.124682    4.01987   
58.72     0.0181308 0.12391     4.0199    
58.73     0.0182364 0.123144    4.01992   
58.74     0.0183427 0.122382    4.01994   
58.75     0.0184497 0.121625    4.01997   
58.76     0.0185574 0.120872    4.01999   
58.77     0.0186659 0.120125    4.02001   
58.78     0.0187751 0.119382    4.02004   
58.79     0.0188851 0.118643    4.02006   
58.8      0.0189958 0.117909    4.02009   
58.81     0.0191073 0.11718     4.02011   
58.82     0.0192196 0.116455    4.02013   
58.83     0.0193326 0.115735    4.02016   
58.84     0.0194464 0.115019    4.02018   
58.85     0.0195609 0.114308    4.0202    
58.86     0.0196763 0.113601    4.02023   
58.87     0.0197924 0.112899    4.02025   
58.88     0.0199093 0.112201    4.02028   
58.89     0.0200271 0.111507    4.0203    
58.9      0.0201456 0.110818    4.02032   
58.91     0.020265  0.110133    4.02035   
58.92     0.0203851 0.109452    4.02037   
58.93     0.0205061 0.108776    4.0204    
58.94     0.0206279 0.108103    4.02042   
58.95     0.0207505 0.107435    4.02044   
58.96     0.020874  0.106771    4.02047   
58.97     0.0209983 0.106111    4.02049   
58.98     0.0211235 0.105456    4.02052   
58.99     0.0212495 0.104804    4.02054   
59        0.0213764 0.104157    4.02056   
59.01     0.0215041 0.103513    4.02059   
59.02     0.0216327 0.102874    4.02061   
59.03     0.0217622 0.102238    4.02064   
59.04     0.0218926 0.101607    4.02066   
59.05     0.0220238 0.100979    4.02068   
59.06     0.022156  0.100355    4.02071   
59.07     0.0222891 0.0997354   4.02073   
59.08     0.022423  0.0991195   4.02076   
59.09     0.0225579 0.0985074   4.02078   
59.1      0.0226937 0.0978991   4.02081   
59.11     0.0228304 0.0972946   4.02083   
59.12     0.0229681 0.0966939   4.02085   
59.13     0.0231066 0.0960969   4.02088   
59.14     0.0232462 0.0955037   4.0209    
59.15     0.0233867 0.0949141   4.02093   
59.16     0.0235281 0.0943282   4.02095   
59.17     0.0236705 0.093746    4.02098   
59.18     0.0238139 0.0931674   4.021     
59.19     0.0239582 0.0925924   4.02102   
59.2      0.0241035 0.092021    4.02105   
59.21     0.0242498 0.0914532   4.02107   
59.22     0.0243971 0.0908889   4.0211    
59.23     0.0245455 0.0903281   4.02112   
59.24     0.0246948 0.0897709   4.02115   
59.25     0.0248451 0.0892171   4.02117   
59.26     0.0249965 0.0886667   4.0212    
59.27     0.0251489 0.0881198   4.02122   
59.28     0.0253023 0.0875763   4.02124   
59.29     0.0254567 0.0870362   4.02127   
59.3      0.0256123 0.0864994   4.02129   
59.31     0.0257688 0.085966    4.02132   
59.32     0.0259265 0.085436    4.02134   
59.33     0.0260852 0.0849092   4.02137   
59.34     0.026245  0.0843857   4.02139   
59.35     0.0264058 0.0838655   4.02142   
59.36     0.0265678 0.0833485   4.02144   
59.37     0.0267309 0.0828348   4.02147   
59.38     0.026895  0.0823242   4.02149   
59.39     0.0270603 0.0818169   4.02152   
59.4      0.0272267 0.0813127   4.02154   
59.41     0.0273943 0.0808116   4.02156   
59.42     0.027563  0.0803137   4.02159   
59.43     0.0277328 0.0798189   4.02161   
59.44     0.0279038 0.0793272   4.02164   
59.45     0.0280759 0.0788385   4.02166   
59.46     0.0282492 0.0783529   4.02169   
59.47     0.0284237 0.0778703   4.02171   
59.48     0.0285994 0.0773907   4.02174   
59.49     0.0287762 0.0769141   4.02176   
59.5      0.0289543 0.0764405   4.02179   
59.51     0.0291335 0.0759699   4.02181   
59.52     0.029314  0.0755021   4.02184   
59.53     0.0294957 0.0750373   4.02186   
59.54     0.0296787 0.0745754   4.02189   
59.55     0.0298629 0.0741164   4.02191   
59.56     0.0300483 0.0736602   4.02194   
59.57     0.030235  0.0732069   4.02196   
59.58     0.0304229 0.0727564   4.02199   
59.59     0.0306122 0.0723087   4.02201   
59.6      0.0308027 0.0718639   4.02204   
59.61     0.0309945 0.0714217   4.02206   
59.62     0.0311876 0.0709824   4.02209   
59.63     0.031382  0.0705458   4.02211   
59.64     0.0315778 0.0701119   4.02214   
59.65     0.0317748 0.0696807   4.02216   
59.66     0.0319732 0.0692522   4.02219   
59.67     0.032173  0.0688264   4.02221   
59.68     0.0323741 0.0684032   4.02224   
59.69     0.0325766 0.0679827   4.02226   
59.7      0.0327804 0.0675648   4.02229   
59.71     0.0329856 0.0671495   4.02231   
59.72     0.0331922 0.0667368   4.02234   
59.73     0.0334003 0.0663267   4.02236   
59.74     0.0336097 0.0659191   4.02239   
59.75     0.0338205 0.0655141   4.02241   
59.76     0.0340328 0.0651116   4.02244   
59.77     0.0342465 0.0647116   4.02246   
59.78     0.0344617 0.0643141   4.02249   
59.79     0.0346783 0.0639191   4.02251   
59.8      0.0348964 0.0635266   4.02254   
59.81     0.0351159 0.0631365   4.02256   
59.82     0.035337  0.0627488   4.02259   
59.83     0.0355595 0.0623636   4.02261   
59.84     0.0357836 0.0619807   4.02264   
59.85     0.0360092 0.0616003   4.02266   
59.86     0.0362363 0.0612222   4.02269   
59.87     0.0364649 0.0608465   4.02271   
59.88     0.0366951 0.0604731   4.02274   
59.89     0.0369269 0.0601021   4.02276   
59.9      0.0371602 0.0597333   4.02279   
59.91     0.0373951 0.0593669   4.02281   
59.92     0.0376316 0.0590028   4.02284   
59.93     0.0378697 0.0586409   4.02286   
59.94     0.0381094 0.0582813   4.02289   
59.95     0.0383507 0.0579239   4.02291   
59.96     0.0385937 0.0575688   4.02294   
59.97     0.0388383 0.0572159   4.02297   
59.98     0.0390846 0.0568651   4.02299   
59.99     0.0393325 0.0565166   4.02302   
60        0.0395822 0.0561703   4.02304   
60.01     0.0398335 0.0558261   4.02307   
60.02     0.0400865 0.055484    4.02309   
60.03     0.0403412 0.0551441   4.02312   
60.04     0.0405977 0.0548063   4.02314   
60.05     0.0408559 0.0544706   4.02317   
60.06     0.0411158 0.0541371   4.02319   
60.07     0.0413775 0.0538055   4.02322   
60.08     0.041641  0.0534761   4.02324   
60.09     0.0419062 0.0531487   4.02327   
60.1      0.0421733 0.0528234   4.02329   
60.11     0.0424421 0.0525001   4.02332   
60.12     0.0427128 0.0521788   4.02335   
60.13     0.0429853 0.0518595   4.02337   
60.14     0.0432597 0.0515422   4.0234    
60.15     0.0435359 0.0512269   4.02342   
60.16     0.043814  0.0509136   4.02345   
60.17     0.044094  0.0506022   4.02347   
60.18     0.0443758 0.0502928   4.0235    
60.19     0.0446596 0.0499853   4.02352   
60.2      0.0449453 0.0496797   4.02355   
60.21     0.045233  0.049376    4.02357   
60.22     0.0455225 0.0490742   4.0236    
60.23     0.0458141 0.0487743   4.02363   
60.24     0.0461076 0.0484763   4.02365   
60.25     0.0464031 0.0481801   4.02368   
60.26     0.0467006 0.0478858   4.0237    
60.27     0.0470001 0.0475933   4.02373   
60.28     0.0473017 0.0473027   4.02375   
60.29     0.0476052 0.0470138   4.02378   
60.3      0.0479109 0.0467268   4.0238    
60.31     0.0482186 0.0464415   4.02383   
60.32     0.0485284 0.0461581   4.02385   
60.33     0.0488403 0.0458764   4.02388   
60.34     0.0491543 0.0455965   4.02391   
60.35     0.0494704 0.0453183   4.02393   
60.36     0.0497887 0.0450418   4.02396   
60.37     0.0501091 0.0447671   4.02398   
60.38     0.0504317 0.0444941   4.02401   
60.39     0.0507565 0.0442228   4.02403   
60.4      0.0510835 0.0439532   4.02406   
60.41     0.0514127 0.0436852   4.02408   
60.42     0.0517441 0.043419    4.02411   
60.43     0.0520777 0.0431544   4.02414   
60.44     0.0524137 0.0428915   4.02416   
60.45     0.0527518 0.0426302   4.02419   
60.46     0.0530923 0.0423705   4.02421   
60.47     0.0534351 0.0421125   4.02424   
60.48     0.0537802 0.041856    4.02426   
60.49     0.0541277 0.0416012   4.02429   
60.5      0.0544775 0.041348    4.02431   
60.51     0.0548296 0.0410963   4.02434   
60.52     0.0551842 0.0408462   4.02437   
60.53     0.0555411 0.0405977   4.02439   
60.54     0.0559005 0.0403507   4.02442   
60.55     0.0562623 0.0401053   4.02444   
60.56     0.0566266 0.0398614   4.02447   
60.57     0.0569933 0.0396191   4.02449   
60.58     0.0573625 0.0393782   4.02452   
60.59     0.0577342 0.0391388   4.02455   
60.6      0.0581084 0.038901    4.02457   
60.61     0.0584851 0.0386646   4.0246    
60.62     0.0588644 0.0384297   4.02462   
60.63     0.0592463 0.0381963   4.02465   
60.64     0.0596307 0.0379643   4.02467   
60.65     0.0600178 0.0377338   4.0247    
60.66     0.0604074 0.0375047   4.02472   
60.67     0.0607997 0.0372771   4.02475   
60.68     0.0611947 0.0370509   4.02478   
60.69     0.0615923 0.0368261   4.0248    
60.7      0.0619927 0.0366027   4.02483   
60.71     0.0623957 0.0363807   4.02485   
60.72     0.0628015 0.03616     4.02488   
60.73     0.06321   0.0359408   4.0249    
60.74     0.0636212 0.0357229   4.02493   
60.75     0.0640353 0.0355064   4.02496   
60.76     0.0644522 0.0352912   4.02498   
60.77     0.0648718 0.0350774   4.02501   
60.78     0.0652944 0.034865    4.02503   
60.79     0.0657198 0.0346538   4.02506   
60.8      0.066148  0.034444    4.02508   
60.81     0.0665792 0.0342355   4.02511   
60.82     0.0670133 0.0340282   4.02514   
60.83     0.0674503 0.0338223   4.02516   
60.84     0.0678903 0.0336177   4.02519   
60.85     0.0683332 0.0334143   4.02521   
60.86     0.0687792 0.0332123   4.02524   
60.87     0.0692281 0.0330114   4.02526   
60.88     0.0696801 0.0328119   4.02529   
60.89     0.0701352 0.0326136   4.02532   
60.9      0.0705934 0.0324165   4.02534   
60.91     0.0710546 0.0322206   4.02537   
60.92     0.071519  0.032026    4.02539   
60.93     0.0719865 0.0318326   4.02542   
60.94     0.0724572 0.0316404   4.02544   
60.95     0.072931  0.0314494   4.02547   
60.96     0.0734081 0.0312596   4.0255    
60.97     0.0738884 0.031071    4.02552   
60.98     0.074372  0.0308836   4.02555   
60.99     0.0748588 0.0306973   4.02557   
61        0.0753489 0.0305122   4.0256    
61.01     0.0758424 0.0303283   4.02562   
61.02     0.0763391 0.0301455   4.02565   
61.03     0.0768393 0.0299639   4.02567   
61.04     0.0773428 0.0297834   4.0257    
61.05     0.0778497 0.029604    4.02573   
61.06     0.0783601 0.0294257   4.02575   
61.07     0.0788739 0.0292486   4.02578   
61.08     0.0793912 0.0290726   4.0258    
61.09     0.079912  0.0288976   4.02583   
61.1      0.0804364 0.0287238   4.02585   
61.11     0.0809642 0.0285511   4.02588   
61.12     0.0814957 0.0283794   4.02591   
61.13     0.0820307 0.0282088   4.02593   
61.14     0.0825694 0.0280393   4.02596   
61.15     0.0831117 0.0278708   4.02598   
61.16     0.0836577 0.0277034   4.02601   
61.17     0.0842074 0.027537    4.02603   
61.18     0.0847608 0.0273717   4.02606   
61.19     0.0853179 0.0272074   4.02609   
61.2      0.0858788 0.0270442   4.02611   
61.21     0.0864435 0.0268819   4.02614   
61.22     0.0870121 0.0267207   4.02616   
61.23     0.0875845 0.0265605   4.02619   
61.24     0.0881607 0.0264013   4.02621   
61.25     0.0887409 0.0262431   4.02624   
61.26     0.089325  0.0260858   4.02627   
61.27     0.089913  0.0259296   4.02629   
61.28     0.090505  0.0257743   4.02632   
61.29     0.0911011 0.02562     4.02634   
61.3      0.0917011 0.0254667   4.02637   
61.31     0.0923052 0.0253144   4.02639   
61.32     0.0929135 0.025163    4.02642   
61.33     0.0935258 0.0250125   4.02645   
61.34     0.0941423 0.024863    4.02647   
61.35     0.0947629 0.0247144   4.0265    
61.36     0.0953878 0.0245667   4.02652   
61.37     0.0960168 0.02442     4.02655   
61.38     0.0966502 0.0242742   4.02657   
61.39     0.0972878 0.0241293   4.0266    
61.4      0.0979297 0.0239853   4.02663   
61.41     0.098576  0.0238422   4.02665   
61.42     0.0992267 0.0237001   4.02668   
61.43     0.0998818 0.0235588   4.0267    
61.44     0.100541  0.0234183   4.02673   
61.45     0.101205  0.0232788   4.02675   
61.46     0.101874  0.0231402   4.02678   
61.47     0.102547  0.0230024   4.0268    
61.48     0.103224  0.0228654   4.02683   
61.49     0.103906  0.0227294   4.02686   
61.5      0.104593  0.0225942   4.02688   
61.51     0.105284  0.0224598   4.02691   
61.52     0.105981  0.0223263   4.02693   
61.53     0.106681  0.0221936   4.02696   
61.54     0.107387  0.0220617   4.02698   
61.55     0.108097  0.0219307   4.02701   
61.56     0.108812  0.0218005   4.02704   
61.57     0.109532  0.0216711   4.02706   
61.58     0.110257  0.0215425   4.02709   
61.59     0.110987  0.0214147   4.02711   
61.6      0.111721  0.0212878   4.02714   
61.61     0.112461  0.0211616   4.02716   
61.62     0.113206  0.0210362   4.02719   
61.63     0.113955  0.0209116   4.02721   
61.64     0.11471   0.0207878   4.02724   
61.65     0.11547   0.0206647   4.02727   
61.66     0.116235  0.0205425   4.02729   
61.67     0.117005  0.020421    4.02732   
61.68     0.117781  0.0203002   4.02734   
61.69     0.118561  0.0201803   4.02737   
61.7      0.119347  0.020061    4.02739   
61.71     0.120139  0.0199425   4.02742   
61.72     0.120935  0.0198248   4.02744   
61.73     0.121737  0.0197078   4.02747   
61.74     0.122545  0.0195915   4.0275    
61.75     0.123358  0.019476    4.02752   
61.76     0.124176  0.0193612   4.02755   
61.77     0.125     0.0192471   4.02757   
61.78     0.12583   0.0191338   4.0276    
61.79     0.126665  0.0190211   4.02762   
61.8      0.127506  0.0189091   4.02765   
61.81     0.128352  0.0187979   4.02767   
61.82     0.129204  0.0186873   4.0277    
61.83     0.130062  0.0185775   4.02772   
61.84     0.130926  0.0184683   4.02775   
61.85     0.131796  0.0183598   4.02778   
61.86     0.132671  0.018252    4.0278    
61.87     0.133553  0.0181449   4.02783   
61.88     0.13444   0.0180385   4.02785   
61.89     0.135334  0.0179327   4.02788   
61.9      0.136233  0.0178276   4.0279    
61.91     0.137139  0.0177231   4.02793   
61.92     0.138051  0.0176193   4.02795   
61.93     0.138969  0.0175162   4.02798   
61.94     0.139893  0.0174137   4.028     
61.95     0.140823  0.0173118   4.02803   
61.96     0.14176   0.0172106   4.02806   
61.97     0.142703  0.0171101   4.02808   
61.98     0.143652  0.0170101   4.02811   
61.99     0.144608  0.0169108   4.02813   
62        0.14557   0.0168121   4.02816   
62.01     0.146539  0.0167141   4.02818   
62.02     0.147514  0.0166166   4.02821   
62.03     0.148496  0.0165198   4.02823   
62.04     0.149485  0.0164235   4.02826   
62.05     0.15048   0.0163279   4.02828   
62.06     0.151482  0.0162329   4.02831   
62.07     0.152491  0.0161385   4.02833   
62.08     0.153507  0.0160447   4.02836   
62.09     0.15453   0.0159514   4.02838   
62.1      0.155559  0.0158588   4.02841   
62.11     0.156595  0.0157667   4.02843   
62.12     0.157639  0.0156752   4.02846   
62.13     0.158689  0.0155843   4.02849   
62.14     0.159747  0.015494    4.02851   
62.15     0.160812  0.0154042   4.02854   
62.16     0.161884  0.015315    4.02856   
62.17     0.162963  0.0152264   4.02859   
62.18     0.16405   0.0151383   4.02861   
62.19     0.165144  0.0150508   4.02864   
62.2      0.166245  0.0149638   4.02866   
62.21     0.167354  0.0148774   4.02869   
62.22     0.16847   0.0147915   4.02871   
62.23     0.169594  0.0147061   4.02874   
62.24     0.170725  0.0146213   4.02876   
62.25     0.171865  0.0145371   4.02879   
62.26     0.173011  0.0144533   4.02881   
62.27     0.174166  0.0143701   4.02884   
62.28     0.175329  0.0142875   4.02886   
62.29     0.176499  0.0142053   4.02889   
62.3      0.177677  0.0141237   4.02891   
62.31     0.178863  0.0140425   4.02894   
62.32     0.180058  0.0139619   4.02896   
62.33     0.18126   0.0138818   4.02899   
62.34     0.18247   0.0138022   4.02901   
62.35     0.183689  0.0137231   4.02904   
62.36     0.184916  0.0136445   4.02906   
62.37     0.186151  0.0135664   4.02909   
62.38     0.187395  0.0134888   4.02911   
62.39     0.188647  0.0134117   4.02914   
62.4      0.189907  0.0133351   4.02916   
62.41     0.191176  0.0132589   4.02919   
62.42     0.192454  0.0131833   4.02921   
62.43     0.19374   0.0131081   4.02924   
62.44     0.195035  0.0130334   4.02926   
62.45     0.196339  0.0129592   4.02929   
62.46     0.197651  0.0128854   4.02931   
62.47     0.198973  0.0128121   4.02934   
62.48     0.200303  0.0127393   4.02936   
62.49     0.201643  0.0126669   4.02939   
62.5      0.202991  0.012595    4.02941   
62.51     0.204349  0.0125235   4.02944   
62.52     0.205716  0.0124525   4.02946   
62.53     0.207092  0.012382    4.02949   
62.54     0.208477  0.0123119   4.02951   
62.55     0.209872  0.0122422   4.02954   
62.56     0.211276  0.012173    4.02956   
62.57     0.21269   0.0121042   4.02959   
62.58     0.214113  0.0120358   4.02961   
62.59     0.215546  0.0119679   4.02964   
62.6      0.216989  0.0119004   4.02966   
62.61     0.218441  0.0118334   4.02969   
62.62     0.219903  0.0117668   4.02971   
62.63     0.221376  0.0117006   4.02973   
62.64     0.222858  0.0116348   4.02976   
62.65     0.22435   0.0115694   4.02978   
62.66     0.225852  0.0115044   4.02981   
62.67     0.227365  0.0114399   4.02983   
62.68     0.228887  0.0113758   4.02986   
62.69     0.23042   0.0113121   4.02988   
62.7      0.231964  0.0112487   4.02991   
62.71     0.233517  0.0111858   4.02993   
62.72     0.235082  0.0111233   4.02996   
62.73     0.236657  0.0110612   4.02998   
62.74     0.238242  0.0109995   4.03001   
62.75     0.239839  0.0109381   4.03003   
62.76     0.241446  0.0108772   4.03005   
62.77     0.243064  0.0108167   4.03008   
62.78     0.244693  0.0107565   4.0301    
62.79     0.246333  0.0106967   4.03013   
62.8      0.247984  0.0106373   4.03015   
62.81     0.249646  0.0105783   4.03018   
62.82     0.25132   0.0105197   4.0302    
62.83     0.253005  0.0104614   4.03023   
62.84     0.254701  0.0104035   4.03025   
62.85     0.256409  0.010346    4.03027   
62.86     0.258128  0.0102888   4.0303    
62.87     0.259859  0.010232    4.03032   
62.88     0.261602  0.0101756   4.03035   
62.89     0.263357  0.0101195   4.03037   
62.9      0.265123  0.0100638   4.0304    
62.91     0.266902  0.0100084   4.03042   
62.92     0.268692  0.00995341  4.03044   
62.93     0.270495  0.00989875  4.03047   
62.94     0.272309  0.00984445  4.03049   
62.95     0.274136  0.00979049  4.03052   
62.96     0.275976  0.00973688  4.03054   
62.97     0.277828  0.00968362  4.03057   
62.98     0.279692  0.00963069  4.03059   
62.99     0.281569  0.0095781   4.03061   
63        0.283459  0.00952585  4.03064   
63.01     0.285362  0.00947394  4.03066   
63.02     0.287277  0.00942236  4.03069   
63.03     0.289205  0.00937111  4.03071   
63.04     0.291147  0.00932018  4.03073   
63.05     0.293102  0.00926959  4.03076   
63.06     0.295069  0.00921932  4.03078   
63.07     0.297051  0.00916937  4.03081   
63.08     0.299045  0.00911975  4.03083   
63.09     0.301053  0.00907044  4.03085   
63.1      0.303075  0.00902145  4.03088   
63.11     0.305111  0.00897278  4.0309    
63.12     0.30716   0.00892442  4.03093   
63.13     0.309223  0.00887637  4.03095   
63.14     0.3113    0.00882863  4.03097   
63.15     0.313391  0.0087812   4.031     
63.16     0.315496  0.00873407  4.03102   
63.17     0.317616  0.00868725  4.03105   
63.18     0.31975   0.00864073  4.03107   
63.19     0.321898  0.00859451  4.03109   
63.2      0.324061  0.00854859  4.03112   
63.21     0.326239  0.00850296  4.03114   
63.22     0.328431  0.00845764  4.03116   
63.23     0.330638  0.0084126   4.03119   
63.24     0.33286   0.00836786  4.03121   
63.25     0.335097  0.0083234   4.03123   
63.26     0.33735   0.00827923  4.03126   
63.27     0.339617  0.00823535  4.03128   
63.28     0.3419    0.00819176  4.03131   
63.29     0.344198  0.00814844  4.03133   
63.3      0.346512  0.00810541  4.03135   
63.31     0.348842  0.00806266  4.03138   
63.32     0.351187  0.00802018  4.0314    
63.33     0.353549  0.00797798  4.03142   
63.34     0.355926  0.00793606  4.03145   
