Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
63.35     0.358319  0.00789441  4.03147   
63.36     0.360729  0.00785302  4.03149   
63.37     0.363155  0.00781191  4.03152   
63.38     0.365597  0.00777107  4.03154   
63.39     0.368056  0.00773049  4.03156   
63.4      0.370532  0.00769018  4.03159   
63.41     0.373024  0.00765013  4.03161   
63.42     0.375533  0.00761034  4.03163   
63.43     0.378059  0.00757081  4.03166   
63.44     0.380602  0.00753154  4.03168   
63.45     0.383163  0.00749253  4.0317    
63.46     0.385741  0.00745377  4.03173   
63.47     0.388336  0.00741527  4.03175   
63.48     0.390949  0.00737702  4.03177   
63.49     0.39358   0.00733902  4.0318    
63.5      0.396228  0.00730127  4.03182   
63.51     0.398894  0.00726377  4.03184   
63.52     0.401579  0.00722651  4.03186   
63.53     0.404281  0.0071895   4.03189   
63.54     0.407002  0.00715273  4.03191   
63.55     0.409741  0.00711621  4.03193   
63.56     0.412499  0.00707992  4.03196   
63.57     0.415276  0.00704388  4.03198   
63.58     0.418071  0.00700807  4.032     
63.59     0.420885  0.0069725   4.03203   
63.6      0.423719  0.00693716  4.03205   
63.61     0.426571  0.00690206  4.03207   
63.62     0.429443  0.00686719  4.03209   
63.63     0.432334  0.00683255  4.03212   
63.64     0.435245  0.00679814  4.03214   
63.65     0.438176  0.00676396  4.03216   
63.66     0.441126  0.00673     4.03218   
63.67     0.444097  0.00669627  4.03221   
63.68     0.447087  0.00666277  4.03223   
63.69     0.450098  0.00662949  4.03225   
63.7      0.453129  0.00659643  4.03227   
63.71     0.456181  0.00656359  4.0323    
63.72     0.459253  0.00653097  4.03232   
63.73     0.462347  0.00649857  4.03234   
63.74     0.465461  0.00646638  4.03236   
63.75     0.468596  0.00643441  4.03239   
63.76     0.471752  0.00640266  4.03241   
63.77     0.47493   0.00637111  4.03243   
63.78     0.47813   0.00633978  4.03245   
63.79     0.481351  0.00630866  4.03248   
63.8      0.484594  0.00627775  4.0325    
63.81     0.487858  0.00624705  4.03252   
63.82     0.491145  0.00621655  4.03254   
63.83     0.494455  0.00618626  4.03257   
63.84     0.497786  0.00615617  4.03259   
63.85     0.50114   0.00612629  4.03261   
63.86     0.504517  0.00609661  4.03263   
63.87     0.507917  0.00606713  4.03265   
63.88     0.51134   0.00603785  4.03268   
63.89     0.514786  0.00600876  4.0327    
63.9      0.518255  0.00597988  4.03272   
63.91     0.521748  0.00595119  4.03274   
63.92     0.525264  0.0059227   4.03276   
63.93     0.528805  0.0058944   4.03279   
63.94     0.532369  0.0058663   4.03281   
63.95     0.535957  0.00583839  4.03283   
63.96     0.53957   0.00581066  4.03285   
63.97     0.543207  0.00578313  4.03287   
63.98     0.546869  0.00575579  4.03289   
63.99     0.550556  0.00572864  4.03292   
64        0.554267  0.00570167  4.03294   
64.01     0.558004  0.00567489  4.03296   
64.02     0.561766  0.00564829  4.03298   
64.03     0.565554  0.00562188  4.033     
64.04     0.569367  0.00559564  4.03302   
64.05     0.573206  0.0055696   4.03305   
64.06     0.577071  0.00554373  4.03307   
64.07     0.580962  0.00551804  4.03309   
64.08     0.584879  0.00549253  4.03311   
64.09     0.588823  0.0054672   4.03313   
64.1      0.592794  0.00544204  4.03315   
64.11     0.596792  0.00541706  4.03317   
64.12     0.600817  0.00539225  4.03319   
64.13     0.604869  0.00536762  4.03322   
64.14     0.608948  0.00534317  4.03324   
64.15     0.613055  0.00531888  4.03326   
64.16     0.61719   0.00529476  4.03328   
64.17     0.621353  0.00527082  4.0333    
64.18     0.625544  0.00524704  4.03332   
64.19     0.629763  0.00522344  4.03334   
64.2      0.634011  0.0052      4.03336   
64.21     0.638288  0.00517672  4.03338   
64.22     0.642594  0.00515362  4.03341   
64.23     0.646929  0.00513067  4.03343   
64.24     0.651293  0.0051079   4.03345   
64.25     0.655687  0.00508528  4.03347   
64.26     0.660111  0.00506283  4.03349   
64.27     0.664564  0.00504053  4.03351   
64.28     0.669048  0.0050184   4.03353   
64.29     0.673562  0.00499643  4.03355   
64.3      0.678107  0.00497462  4.03357   
64.31     0.682682  0.00495296  4.03359   
64.32     0.687289  0.00493147  4.03361   
64.33     0.691926  0.00491012  4.03363   
64.34     0.696595  0.00488894  4.03365   
64.35     0.701296  0.00486791  4.03367   
64.36     0.706028  0.00484703  4.03369   
64.37     0.710793  0.00482631  4.03371   
64.38     0.71559   0.00480574  4.03374   
64.39     0.720419  0.00478532  4.03376   
64.4      0.725281  0.00476505  4.03378   
64.41     0.730176  0.00474493  4.0338    
64.42     0.735104  0.00472496  4.03382   
64.43     0.740066  0.00470515  4.03384   
64.44     0.745061  0.00468547  4.03386   
64.45     0.750089  0.00466595  4.03388   
64.46     0.755152  0.00464657  4.0339    
64.47     0.76025   0.00462734  4.03392   
64.48     0.765381  0.00460825  4.03394   
64.49     0.770548  0.00458931  4.03396   
64.5      0.775749  0.00457051  4.03398   
64.51     0.780986  0.00455186  4.034     
64.52     0.786258  0.00453334  4.03402   
64.53     0.791566  0.00451497  4.03404   
64.54     0.79691   0.00449674  4.03405   
64.55     0.80229   0.00447865  4.03407   
64.56     0.807706  0.0044607   4.03409   
64.57     0.81316   0.00444289  4.03411   
64.58     0.81865   0.00442522  4.03413   
64.59     0.824177  0.00440768  4.03415   
64.6      0.829742  0.00439029  4.03417   
64.61     0.835344  0.00437303  4.03419   
64.62     0.840984  0.0043559   4.03421   
64.63     0.846663  0.00433891  4.03423   
64.64     0.85238   0.00432206  4.03425   
64.65     0.858135  0.00430534  4.03427   
64.66     0.86393   0.00428875  4.03429   
64.67     0.869764  0.00427229  4.03431   
64.68     0.875637  0.00425597  4.03433   
64.69     0.88155   0.00423978  4.03435   
64.7      0.887504  0.00422372  4.03436   
64.71     0.893497  0.0042078   4.03438   
64.72     0.899531  0.004192    4.0344    
64.73     0.905606  0.00417633  4.03442   
64.74     0.911722  0.00416079  4.03444   
64.75     0.91788   0.00414538  4.03446   
64.76     0.924079  0.0041301   4.03448   
64.77     0.93032   0.00411494  4.0345    
64.78     0.936604  0.00409991  4.03452   
64.79     0.94293   0.00408501  4.03453   
64.8      0.949298  0.00407024  4.03455   
64.81     0.95571   0.00405559  4.03457   
64.82     0.962166  0.00404106  4.03459   
64.83     0.968665  0.00402666  4.03461   
64.84     0.975208  0.00401238  4.03463   
64.85     0.981795  0.00399823  4.03465   
64.86     0.988427  0.0039842   4.03466   
64.87     0.995104  0.00397029  4.03468   
64.88     1.00183   0.00395651  4.0347    
64.89     1.00859   0.00394284  4.03472   
64.9      1.01541   0.0039293   4.03474   
64.91     1.02227   0.00391588  4.03475   
64.92     1.02917   0.00390258  4.03477   
64.93     1.03613   0.0038894   4.03479   
64.94     1.04313   0.00387634  4.03481   
64.95     1.05017   0.0038634   4.03483   
64.96     1.05727   0.00385058  4.03484   
64.97     1.06441   0.00383787  4.03486   
64.98     1.0716    0.00382529  4.03488   
64.99     1.07884   0.00381282  4.0349    
65        1.08613   0.00380047  4.03492   
65.01     1.09347   0.00378823  4.03493   
65.02     1.10086   0.00377612  4.03495   
65.03     1.1083    0.00376411  4.03497   
65.04     1.11579   0.00375223  4.03499   
65.05     1.12332   0.00374046  4.035     
65.06     1.13091   0.00372881  4.03502   
65.07     1.13856   0.00371727  4.03504   
65.08     1.14625   0.00370584  4.03506   
65.09     1.154     0.00369453  4.03507   
65.1      1.16179   0.00368334  4.03509   
65.11     1.16964   0.00367225  4.03511   
65.12     1.17755   0.00366128  4.03513   
65.13     1.18551   0.00365043  4.03514   
65.14     1.19352   0.00363969  4.03516   
65.15     1.20158   0.00362906  4.03518   
65.16     1.2097    0.00361854  4.03519   
65.17     1.21788   0.00360813  4.03521   
65.18     1.22611   0.00359784  4.03523   
65.19     1.23439   0.00358766  4.03524   
65.2      1.24274   0.00357759  4.03526   
65.21     1.25113   0.00356763  4.03528   
65.22     1.25959   0.00355778  4.03529   
65.23     1.2681    0.00354804  4.03531   
65.24     1.27667   0.00353841  4.03533   
65.25     1.2853    0.0035289   4.03535   
65.26     1.29399   0.00351949  4.03536   
65.27     1.30273   0.0035102   4.03538   
65.28     1.31154   0.00350101  4.03539   
65.29     1.3204    0.00349193  4.03541   
65.3      1.32933   0.00348297  4.03543   
65.31     1.33831   0.00347411  4.03544   
65.32     1.34736   0.00346536  4.03546   
65.33     1.35647   0.00345672  4.03548   
65.34     1.36563   0.00344819  4.03549   
65.35     1.37487   0.00343977  4.03551   
65.36     1.38416   0.00343146  4.03553   
65.37     1.39351   0.00342325  4.03554   
65.38     1.40293   0.00341516  4.03556   
65.39     1.41242   0.00340717  4.03557   
65.4      1.42196   0.00339929  4.03559   
65.41     1.43158   0.00339152  4.03561   
65.42     1.44125   0.00338386  4.03562   
65.43     1.451     0.00337631  4.03564   
65.44     1.4608    0.00336886  4.03565   
65.45     1.47068   0.00336153  4.03567   
65.46     1.48062   0.0033543   4.03568   
65.47     1.49063   0.00334718  4.0357    
65.48     1.50071   0.00334017  4.03572   
65.49     1.51085   0.00333326  4.03573   
65.5      1.52107   0.00332647  4.03575   
65.51     1.53135   0.00331978  4.03576   
65.52     1.5417    0.0033132   4.03578   
65.53     1.55212   0.00330673  4.03579   
65.54     1.56262   0.00330037  4.03581   
65.55     1.57318   0.00329411  4.03582   
65.56     1.58382   0.00328797  4.03584   
65.57     1.59452   0.00328193  4.03586   
65.58     1.6053    0.00327601  4.03587   
65.59     1.61616   0.00327019  4.03589   
65.6      1.62708   0.00326448  4.0359    
65.61     1.63808   0.00325888  4.03592   
65.62     1.64916   0.00325339  4.03593   
65.63     1.66031   0.003248    4.03595   
65.64     1.67153   0.00324273  4.03596   
65.65     1.68283   0.00323757  4.03598   
65.66     1.69421   0.00323252  4.03599   
65.67     1.70566   0.00322757  4.03601   
65.68     1.7172    0.00322274  4.03602   
65.69     1.72881   0.00321802  4.03604   
65.7      1.74049   0.00321341  4.03605   
65.71     1.75226   0.00320891  4.03607   
65.72     1.76411   0.00320452  4.03608   
65.73     1.77604   0.00320024  4.0361    
65.74     1.78804   0.00319608  4.03611   
65.75     1.80013   0.00319202  4.03613   
65.76     1.81231   0.00318808  4.03614   
65.77     1.82456   0.00318425  4.03615   
65.78     1.8369    0.00318054  4.03617   
65.79     1.84932   0.00317694  4.03618   
65.8      1.86182   0.00317345  4.0362    
65.81     1.87441   0.00317007  4.03621   
65.82     1.88708   0.00316681  4.03623   
65.83     1.89984   0.00316367  4.03624   
65.84     1.91269   0.00316064  4.03626   
65.85     1.92562   0.00315773  4.03627   
65.86     1.93864   0.00315493  4.03629   
65.87     1.95175   0.00315225  4.0363    
65.88     1.96494   0.00314968  4.03631   
65.89     1.97823   0.00314724  4.03633   
65.9      1.99161   0.00314491  4.03634   
65.91     2.00507   0.0031427   4.03636   
65.92     2.01863   0.00314061  4.03637   
65.93     2.03228   0.00313864  4.03639   
65.94     2.04602   0.00313679  4.0364    
65.95     2.05986   0.00313506  4.03642   
65.96     2.07378   0.00313345  4.03643   
65.97     2.08781   0.00313197  4.03644   
65.98     2.10192   0.0031306   4.03646   
65.99     2.11614   0.00312936  4.03647   
66        2.13044   0.00312825  4.03649   
66.01     2.14485   0.00312726  4.0365    
66.02     2.15935   0.00312639  4.03652   
66.03     2.17395   0.00312565  4.03653   
66.04     2.18865   0.00312504  4.03654   
66.05     2.20345   0.00312456  4.03656   
66.06     2.21835   0.0031242   4.03657   
66.07     2.23335   0.00312398  4.03659   
66.08     2.24845   0.00312388  4.0366    
66.09     2.26366   0.00312392  4.03661   
66.1      2.27896   0.00312408  4.03663   
66.11     2.29437   0.00312438  4.03664   
66.12     2.30989   0.00312482  4.03666   
66.13     2.32551   0.00312539  4.03667   
66.14     2.34123   0.00312609  4.03669   
66.15     2.35706   0.00312693  4.0367    
66.16     2.373     0.00312791  4.03671   
66.17     2.38905   0.00312903  4.03673   
66.18     2.4052    0.00313029  4.03674   
66.19     2.42146   0.00313169  4.03676   
66.2      2.43784   0.00313323  4.03677   
66.21     2.45432   0.00313491  4.03679   
66.22     2.47092   0.00313674  4.0368    
66.23     2.48762   0.00313872  4.03681   
66.24     2.50444   0.00314084  4.03683   
66.25     2.52138   0.00314311  4.03684   
66.26     2.53843   0.00314553  4.03686   
66.27     2.55559   0.0031481   4.03687   
66.28     2.57287   0.00315082  4.03689   
66.29     2.59027   0.0031537   4.0369    
66.3      2.60778   0.00315673  4.03691   
66.31     2.62541   0.00315992  4.03693   
66.32     2.64317   0.00316326  4.03694   
66.33     2.66104   0.00316677  4.03696   
66.34     2.67903   0.00317044  4.03697   
66.35     2.69714   0.00317427  4.03699   
66.36     2.71538   0.00317826  4.037     
66.37     2.73374   0.00318242  4.03702   
66.38     2.75222   0.00318675  4.03703   
66.39     2.77083   0.00319125  4.03705   
66.4      2.78957   0.00319592  4.03706   
66.41     2.80843   0.00320076  4.03708   
66.42     2.82742   0.00320578  4.03709   
66.43     2.84653   0.00321097  4.03711   
66.44     2.86578   0.00321634  4.03712   
66.45     2.88515   0.0032219   4.03714   
66.46     2.90466   0.00322764  4.03715   
66.47     2.9243    0.00323356  4.03717   
66.48     2.94407   0.00323967  4.03718   
66.49     2.96397   0.00324597  4.0372    
66.5      2.98401   0.00325246  4.03721   
66.51     3.00419   0.00325915  4.03723   
66.52     3.0245    0.00326603  4.03725   
66.53     3.04495   0.00327311  4.03726   
66.54     3.06553   0.00328039  4.03728   
66.55     3.08626   0.00328788  4.03729   
66.56     3.10712   0.00329557  4.03731   
66.57     3.12813   0.00330347  4.03733   
66.58     3.14927   0.00331159  4.03734   
66.59     3.17056   0.00331992  4.03736   
66.6      3.192     0.00332846  4.03737   
66.61     3.21358   0.00333723  4.03739   
66.62     3.2353    0.00334622  4.03741   
66.63     3.25717   0.00335543  4.03742   
66.64     3.27919   0.00336488  4.03744   
66.65     3.30136   0.00337456  4.03746   
66.66     3.32367   0.00338447  4.03748   
66.67     3.34614   0.00339462  4.03749   
66.68     3.36876   0.00340501  4.03751   
66.69     3.39153   0.00341566  4.03753   
66.7      3.41446   0.00342655  4.03755   
66.71     3.43754   0.00343769  4.03756   
66.72     3.46077   0.00344909  4.03758   
66.73     3.48416   0.00346075  4.0376    
66.74     3.50771   0.00347267  4.03762   
66.75     3.53142   0.00348486  4.03764   
66.76     3.55529   0.00349733  4.03765   
66.77     3.57932   0.00351007  4.03767   
66.78     3.60351   0.00352309  4.03769   
66.79     3.62787   0.0035364   4.03771   
66.8      3.65239   0.00355     4.03773   
66.81     3.67707   0.00356389  4.03775   
66.82     3.70192   0.00357808  4.03777   
66.83     3.72694   0.00359258  4.03779   
66.84     3.75213   0.00360738  4.03781   
66.85     3.77748   0.0036225   4.03783   
66.86     3.80301   0.00363793  4.03785   
66.87     3.82871   0.00365369  4.03787   
66.88     3.85459   0.00366978  4.03789   
66.89     3.88063   0.0036862   4.03791   
66.9      3.90686   0.00370296  4.03793   
66.91     3.93326   0.00372007  4.03795   
66.92     3.95983   0.00373753  4.03798   
66.93     3.98659   0.00375535  4.038     
66.94     4.01353   0.00377354  4.03802   
66.95     4.04064   0.00379209  4.03804   
66.96     4.06795   0.00381102  4.03806   
66.97     4.09543   0.00383034  4.03809   
66.98     4.1231    0.00385004  4.03811   
66.99     4.15096   0.00387014  4.03813   
67        4.179     0.00389065  4.03816   
67.01     4.20723   0.00391157  4.03818   
67.02     4.23566   0.00393291  4.03821   
67.03     4.26427   0.00395467  4.03823   
67.04     4.29308   0.00397688  4.03825   
67.05     4.32208   0.00399952  4.03828   
67.06     4.35127   0.00402261  4.03831   
67.07     4.38066   0.00404617  4.03833   
67.08     4.41025   0.00407019  4.03836   
67.09     4.44004   0.00409469  4.03838   
67.1      4.47003   0.00411968  4.03841   
67.11     4.50022   0.00414516  4.03844   
67.12     4.53062   0.00417115  4.03846   
67.13     4.56121   0.00419765  4.03849   
67.14     4.59202   0.00422468  4.03852   
67.15     4.62303   0.00425225  4.03855   
