Total states: 66001
Time      Preys     Predators   H         
0.668     13.7733   5.64835     -2.41193  
0.669     13.7793   5.65048     -2.41193  
0.67      13.7853   5.65262     -2.41193  
0.671     13.7913   5.65476     -2.41193  
0.672     13.7973   5.6569      -2.41193  
0.673     13.8032   5.65905     -2.41193  
0.674     13.8092   5.6612      -2.41193  
0.675     13.8152   5.66336     -2.41193  
0.676     13.8212   5.66552     -2.41193  
0.677     13.8272   5.66769     -2.41193  
0.678     13.8332   5.66985     -2.41193  
0.679     13.8392   5.67203     -2.41193  
0.68      13.8452   5.67421     -2.41193  
0.681     13.8512   5.67639     -2.41193  
0.682     13.8572   5.67857     -2.41193  
0.683     13.8632   5.68076     -2.41193  
0.684     13.8691   5.68296     -2.41193  
0.685     13.8751   5.68516     -2.41193  
0.686     13.8811   5.68736     -2.41193  
0.687     13.8871   5.68957     -2.41193  
0.688     13.8931   5.69178     -2.41193  
0.689     13.8991   5.694       -2.41193  
0.69      13.9051   5.69622     -2.41193  
0.691     13.911    5.69844     -2.41193  
0.692     13.917    5.70067     -2.41193  
0.693     13.923    5.7029      -2.41193  
0.694     13.929    5.70514     -2.41193  
0.695     13.935    5.70738     -2.41193  
0.696     13.941    5.70963     -2.41193  
0.697     13.9469   5.71188     -2.41193  
0.698     13.9529   5.71413     -2.41193  
0.699     13.9589   5.71639     -2.41193  
0.7       13.9649   5.71865     -2.41193  
0.701     13.9709   5.72092     -2.41193  
0.702     13.9768   5.72319     -2.41193  
0.703     13.9828   5.72547     -2.41193  
0.704     13.9888   5.72775     -2.41192  
0.705     13.9948   5.73003     -2.41192  
0.706     14.0007   5.73232     -2.41192  
0.707     14.0067   5.73461     -2.41192  
0.708     14.0127   5.73691     -2.41192  
0.709     14.0187   5.73921     -2.41192  
0.71      14.0246   5.74152     -2.41192  
0.711     14.0306   5.74383     -2.41192  
0.712     14.0366   5.74615     -2.41192  
0.713     14.0426   5.74847     -2.41192  
0.714     14.0485   5.75079     -2.41192  
0.715     14.0545   5.75312     -2.41192  
0.716     14.0605   5.75545     -2.41192  
0.717     14.0664   5.75779     -2.41192  
0.718     14.0724   5.76013     -2.41192  
0.719     14.0784   5.76247     -2.41192  
0.72      14.0843   5.76483     -2.41192  
0.721     14.0903   5.76718     -2.41192  
0.722     14.0963   5.76954     -2.41192  
0.723     14.1022   5.7719      -2.41192  
0.724     14.1082   5.77427     -2.41192  
0.725     14.1141   5.77664     -2.41192  
0.726     14.1201   5.77902     -2.41192  
0.727     14.1261   5.7814      -2.41192  
0.728     14.132    5.78378     -2.41192  
0.729     14.138    5.78617     -2.41192  
0.73      14.1439   5.78857     -2.41192  
0.731     14.1499   5.79097     -2.41192  
0.732     14.1559   5.79337     -2.41192  
0.733     14.1618   5.79578     -2.41192  
0.734     14.1678   5.79819     -2.41192  
0.735     14.1737   5.80061     -2.41192  
0.736     14.1797   5.80303     -2.41192  
0.737     14.1856   5.80545     -2.41192  
0.738     14.1916   5.80788     -2.41192  
0.739     14.1975   5.81032     -2.41192  
0.74      14.2035   5.81276     -2.41192  
0.741     14.2094   5.8152      -2.41192  
0.742     14.2154   5.81765     -2.41192  
0.743     14.2213   5.8201      -2.41192  
0.744     14.2272   5.82256     -2.41192  
0.745     14.2332   5.82502     -2.41192  
0.746     14.2391   5.82748     -2.41192  
0.747     14.2451   5.82995     -2.41192  
0.748     14.251    5.83243     -2.41192  
0.749     14.257    5.83491     -2.41192  
0.75      14.2629   5.83739     -2.41192  
0.751     14.2688   5.83988     -2.41192  
0.752     14.2748   5.84237     -2.41192  
0.753     14.2807   5.84487     -2.41192  
0.754     14.2866   5.84737     -2.41192  
0.755     14.2926   5.84988     -2.41192  
0.756     14.2985   5.85239     -2.41192  
0.757     14.3044   5.85491     -2.41192  
0.758     14.3104   5.85743     -2.41192  
0.759     14.3163   5.85995     -2.41192  
0.76      14.3222   5.86248     -2.41192  
0.761     14.3281   5.86502     -2.41192  
0.762     14.3341   5.86755     -2.41191  
0.763     14.34     5.8701      -2.41191  
0.764     14.3459   5.87264     -2.41191  
0.765     14.3518   5.8752      -2.41191  
0.766     14.3578   5.87775     -2.41191  
0.767     14.3637   5.88031     -2.41191  
0.768     14.3696   5.88288     -2.41191  
0.769     14.3755   5.88545     -2.41191  
0.77      14.3814   5.88803     -2.41191  
0.771     14.3873   5.89061     -2.41191  
0.772     14.3932   5.89319     -2.41191  
0.773     14.3992   5.89578     -2.41191  
0.774     14.4051   5.89837     -2.41191  
0.775     14.411    5.90097     -2.41191  
0.776     14.4169   5.90357     -2.41191  
0.777     14.4228   5.90618     -2.41191  
0.778     14.4287   5.90879     -2.41191  
0.779     14.4346   5.91141     -2.41191  
0.78      14.4405   5.91403     -2.41191  
0.781     14.4464   5.91666     -2.41191  
0.782     14.4523   5.91929     -2.41191  
0.783     14.4582   5.92193     -2.41191  
0.784     14.4641   5.92457     -2.41191  
0.785     14.47     5.92721     -2.41191  
0.786     14.4759   5.92986     -2.41191  
0.787     14.4818   5.93251     -2.41191  
0.788     14.4877   5.93517     -2.41191  
0.789     14.4935   5.93784     -2.41191  
0.79      14.4994   5.9405      -2.41191  
0.791     14.5053   5.94318     -2.41191  
0.792     14.5112   5.94585     -2.41191  
0.793     14.5171   5.94854     -2.41191  
0.794     14.523    5.95122     -2.41191  
0.795     14.5289   5.95392     -2.41191  
0.796     14.5347   5.95661     -2.41191  
0.797     14.5406   5.95931     -2.41191  
0.798     14.5465   5.96202     -2.41191  
0.799     14.5524   5.96473     -2.41191  
0.8       14.5582   5.96745     -2.41191  
0.801     14.5641   5.97017     -2.41191  
0.802     14.57     5.97289     -2.41191  
0.803     14.5758   5.97562     -2.41191  
0.804     14.5817   5.97835     -2.41191  
0.805     14.5876   5.98109     -2.41191  
0.806     14.5934   5.98384     -2.41191  
0.807     14.5993   5.98659     -2.41191  
0.808     14.6051   5.98934     -2.41191  
0.809     14.611    5.9921      -2.41191  
0.81      14.6169   5.99486     -2.41191  
0.811     14.6227   5.99763     -2.41191  
0.812     14.6286   6.0004      -2.41191  
0.813     14.6344   6.00318     -2.41191  
0.814     14.6403   6.00596     -2.41191  
0.815     14.6461   6.00875     -2.41191  
0.816     14.652    6.01154     -2.4119   
0.817     14.6578   6.01433     -2.4119   
0.818     14.6636   6.01714     -2.4119   
0.819     14.6695   6.01994     -2.4119   
0.82      14.6753   6.02275     -2.4119   
0.821     14.6812   6.02557     -2.4119   
0.822     14.687    6.02839     -2.4119   
0.823     14.6928   6.03122     -2.4119   
0.824     14.6987   6.03405     -2.4119   
0.825     14.7045   6.03688     -2.4119   
0.826     14.7103   6.03972     -2.4119   
0.827     14.7161   6.04257     -2.4119   
0.828     14.722    6.04542     -2.4119   
0.829     14.7278   6.04827     -2.4119   
0.83      14.7336   6.05113     -2.4119   
0.831     14.7394   6.05399     -2.4119   
0.832     14.7452   6.05686     -2.4119   
0.833     14.7511   6.05974     -2.4119   
0.834     14.7569   6.06262     -2.4119   
0.835     14.7627   6.0655      -2.4119   
0.836     14.7685   6.06839     -2.4119   
0.837     14.7743   6.07128     -2.4119   
0.838     14.7801   6.07418     -2.4119   
0.839     14.7859   6.07709     -2.4119   
0.84      14.7917   6.07999     -2.4119   
0.841     14.7975   6.08291     -2.4119   
0.842     14.8033   6.08583     -2.4119   
0.843     14.8091   6.08875     -2.4119   
0.844     14.8149   6.09168     -2.4119   
0.845     14.8207   6.09461     -2.4119   
0.846     14.8265   6.09755     -2.4119   
0.847     14.8322   6.10049     -2.4119   
0.848     14.838    6.10344     -2.4119   
0.849     14.8438   6.10639     -2.4119   
0.85      14.8496   6.10935     -2.4119   
0.851     14.8554   6.11231     -2.4119   
0.852     14.8611   6.11528     -2.4119   
0.853     14.8669   6.11825     -2.4119   
0.854     14.8727   6.12123     -2.4119   
0.855     14.8785   6.12421     -2.4119   
0.856     14.8842   6.1272      -2.4119   
0.857     14.89     6.13019     -2.4119   
0.858     14.8958   6.13319     -2.4119   
0.859     14.9015   6.13619     -2.4119   
0.86      14.9073   6.1392      -2.4119   
0.861     14.913    6.14221     -2.4119   
0.862     14.9188   6.14523     -2.4119   
0.863     14.9245   6.14825     -2.4119   
0.864     14.9303   6.15128     -2.4119   
0.865     14.936    6.15431     -2.4119   
0.866     14.9418   6.15735     -2.4119   
0.867     14.9475   6.1604      -2.4119   
0.868     14.9532   6.16344     -2.41189  
0.869     14.959    6.1665      -2.41189  
0.87      14.9647   6.16955     -2.41189  
0.871     14.9705   6.17262     -2.41189  
0.872     14.9762   6.17569     -2.41189  
0.873     14.9819   6.17876     -2.41189  
0.874     14.9876   6.18184     -2.41189  
0.875     14.9934   6.18492     -2.41189  
0.876     14.9991   6.18801     -2.41189  
0.877     15.0048   6.1911      -2.41189  
0.878     15.0105   6.1942      -2.41189  
0.879     15.0162   6.1973      -2.41189  
0.88      15.0219   6.20041     -2.41189  
0.881     15.0276   6.20353     -2.41189  
0.882     15.0333   6.20665     -2.41189  
0.883     15.039    6.20977     -2.41189  
0.884     15.0447   6.2129      -2.41189  
0.885     15.0504   6.21603     -2.41189  
0.886     15.0561   6.21917     -2.41189  
0.887     15.0618   6.22232     -2.41189  
0.888     15.0675   6.22547     -2.41189  
0.889     15.0732   6.22862     -2.41189  
0.89      15.0789   6.23178     -2.41189  
0.891     15.0846   6.23495     -2.41189  
0.892     15.0903   6.23812     -2.41189  
0.893     15.0959   6.24129     -2.41189  
0.894     15.1016   6.24447     -2.41189  
0.895     15.1073   6.24766     -2.41189  
0.896     15.1129   6.25085     -2.41189  
0.897     15.1186   6.25404     -2.41189  
0.898     15.1243   6.25725     -2.41189  
0.899     15.1299   6.26045     -2.41189  
0.9       15.1356   6.26366     -2.41189  
0.901     15.1413   6.26688     -2.41189  
0.902     15.1469   6.2701      -2.41189  
0.903     15.1526   6.27333     -2.41189  
0.904     15.1582   6.27656     -2.41189  
0.905     15.1638   6.2798      -2.41189  
0.906     15.1695   6.28304     -2.41189  
0.907     15.1751   6.28629     -2.41189  
0.908     15.1808   6.28954     -2.41189  
0.909     15.1864   6.2928      -2.41189  
0.91      15.192    6.29607     -2.41189  
0.911     15.1976   6.29933     -2.41189  
0.912     15.2033   6.30261     -2.41189  
0.913     15.2089   6.30589     -2.41189  
0.914     15.2145   6.30917     -2.41189  
0.915     15.2201   6.31246     -2.41189  
0.916     15.2257   6.31576     -2.41189  
0.917     15.2314   6.31906     -2.41189  
0.918     15.237    6.32236     -2.41188  
0.919     15.2426   6.32568     -2.41188  
0.92      15.2482   6.32899     -2.41188  
0.921     15.2538   6.33231     -2.41188  
0.922     15.2594   6.33564     -2.41188  
0.923     15.2649   6.33897     -2.41188  
0.924     15.2705   6.34231     -2.41188  
0.925     15.2761   6.34565     -2.41188  
0.926     15.2817   6.349       -2.41188  
0.927     15.2873   6.35235     -2.41188  
0.928     15.2929   6.35571     -2.41188  
0.929     15.2984   6.35908     -2.41188  
0.93      15.304    6.36245     -2.41188  
0.931     15.3096   6.36582     -2.41188  
0.932     15.3151   6.3692      -2.41188  
0.933     15.3207   6.37259     -2.41188  
0.934     15.3262   6.37598     -2.41188  
0.935     15.3318   6.37937     -2.41188  
0.936     15.3374   6.38277     -2.41188  
0.937     15.3429   6.38618     -2.41188  
0.938     15.3484   6.38959     -2.41188  
0.939     15.354    6.39301     -2.41188  
0.94      15.3595   6.39643     -2.41188  
0.941     15.3651   6.39986     -2.41188  
0.942     15.3706   6.40329     -2.41188  
0.943     15.3761   6.40673     -2.41188  
0.944     15.3816   6.41018     -2.41188  
0.945     15.3872   6.41363     -2.41188  
0.946     15.3927   6.41708     -2.41188  
0.947     15.3982   6.42054     -2.41188  
0.948     15.4037   6.42401     -2.41188  
0.949     15.4092   6.42748     -2.41188  
0.95      15.4147   6.43096     -2.41188  
0.951     15.4202   6.43444     -2.41188  
0.952     15.4257   6.43793     -2.41188  
0.953     15.4312   6.44142     -2.41188  
0.954     15.4367   6.44492     -2.41188  
0.955     15.4422   6.44842     -2.41188  
0.956     15.4477   6.45193     -2.41188  
0.957     15.4532   6.45545     -2.41188  
0.958     15.4586   6.45897     -2.41188  
0.959     15.4641   6.46249     -2.41188  
0.96      15.4696   6.46602     -2.41188  
0.961     15.4751   6.46956     -2.41188  
0.962     15.4805   6.4731      -2.41188  
0.963     15.486    6.47665     -2.41188  
0.964     15.4914   6.4802      -2.41188  
0.965     15.4969   6.48376     -2.41188  
0.966     15.5023   6.48733     -2.41187  
0.967     15.5078   6.4909      -2.41187  
0.968     15.5132   6.49447     -2.41187  
0.969     15.5187   6.49805     -2.41187  
0.97      15.5241   6.50164     -2.41187  
0.971     15.5295   6.50523     -2.41187  
0.972     15.535    6.50883     -2.41187  
0.973     15.5404   6.51243     -2.41187  
0.974     15.5458   6.51604     -2.41187  
0.975     15.5512   6.51965     -2.41187  
0.976     15.5566   6.52327     -2.41187  
0.977     15.562    6.52689     -2.41187  
0.978     15.5674   6.53052     -2.41187  
0.979     15.5728   6.53416     -2.41187  
0.98      15.5782   6.5378      -2.41187  
0.981     15.5836   6.54145     -2.41187  
0.982     15.589    6.5451      -2.41187  
0.983     15.5944   6.54876     -2.41187  
0.984     15.5998   6.55242     -2.41187  
0.985     15.6052   6.55609     -2.41187  
0.986     15.6105   6.55977     -2.41187  
0.987     15.6159   6.56345     -2.41187  
0.988     15.6213   6.56713     -2.41187  
0.989     15.6266   6.57082     -2.41187  
0.99      15.632    6.57452     -2.41187  
0.991     15.6374   6.57822     -2.41187  
0.992     15.6427   6.58193     -2.41187  
0.993     15.6481   6.58565     -2.41187  
0.994     15.6534   6.58937     -2.41187  
0.995     15.6587   6.59309     -2.41187  
0.996     15.6641   6.59682     -2.41187  
0.997     15.6694   6.60056     -2.41187  
0.998     15.6747   6.6043      -2.41187  
0.999     15.68     6.60805     -2.41187  
1         15.6854   6.6118      -2.41187  
1.001     15.6907   6.61556     -2.41187  
1.002     15.696    6.61933     -2.41187  
1.003     15.7013   6.6231      -2.41187  
1.004     15.7066   6.62687     -2.41187  
1.005     15.7119   6.63065     -2.41187  
1.006     15.7172   6.63444     -2.41187  
1.007     15.7225   6.63823     -2.41187  
1.008     15.7278   6.64203     -2.41187  
1.009     15.733    6.64584     -2.41187  
1.01      15.7383   6.64965     -2.41187  
1.011     15.7436   6.65346     -2.41187  
1.012     15.7489   6.65728     -2.41186  
1.013     15.7541   6.66111     -2.41186  
1.014     15.7594   6.66494     -2.41186  
1.015     15.7646   6.66878     -2.41186  
1.016     15.7699   6.67263     -2.41186  
1.017     15.7751   6.67648     -2.41186  
1.018     15.7804   6.68033     -2.41186  
1.019     15.7856   6.6842      -2.41186  
1.02      15.7909   6.68806     -2.41186  
1.021     15.7961   6.69194     -2.41186  
1.022     15.8013   6.69581     -2.41186  
1.023     15.8065   6.6997      -2.41186  
1.024     15.8118   6.70359     -2.41186  
1.025     15.817    6.70748     -2.41186  
1.026     15.8222   6.71139     -2.41186  
1.027     15.8274   6.71529     -2.41186  
1.028     15.8326   6.71921     -2.41186  
1.029     15.8378   6.72313     -2.41186  
1.03      15.843    6.72705     -2.41186  
1.031     15.8481   6.73098     -2.41186  
1.032     15.8533   6.73492     -2.41186  
1.033     15.8585   6.73886     -2.41186  
1.034     15.8637   6.74281     -2.41186  
1.035     15.8688   6.74676     -2.41186  
1.036     15.874    6.75072     -2.41186  
1.037     15.8792   6.75469     -2.41186  
1.038     15.8843   6.75866     -2.41186  
1.039     15.8895   6.76263     -2.41186  
1.04      15.8946   6.76662     -2.41186  
1.041     15.8997   6.77061     -2.41186  
1.042     15.9049   6.7746      -2.41186  
1.043     15.91     6.7786      -2.41186  
1.044     15.9151   6.78261     -2.41186  
